,population_density,rucc,longitude,latitude,elevation,altitude,phone_abs_time,num_seen_cells,rsrp,rsrq,rssi,physiographic_region_provcode,physiographic_region_fencode,cell_tower_distance
70514,267.92,1.0,-96.2952098,32.979508,168.5931091308594,139.719716969361,1724424994625,5.0,-90,-13,-57,3.0,3f,
70516,267.92,1.0,-96.2952098,32.979508,168.5931091308594,139.719716969361,1724424995626,5.0,-91,-12,-63,3.0,3f,
70518,267.92,1.0,-96.2952098,32.979508,168.5931091308594,139.719716969361,1724424996627,5.0,-91,-12,-63,3.0,3f,
70520,267.92,1.0,-96.2952098,32.979508,168.5931091308594,139.719716969361,1724424997633,5.0,-91,-13,-59,3.0,3f,
70522,267.92,1.0,-96.2952098,32.979508,168.5931091308594,139.719716969361,1724424998635,5.0,-91,-13,-59,3.0,3f,
70524,267.92,1.0,-96.2952098,32.979508047242206,168.5930938720703,139.7174126362344,1724424999636,5.0,-90,-14,-59,3.0,3f,
70526,267.92,1.0,-96.2952098,32.97950809539568,168.5930633544922,139.71506385404243,1724425000640,5.0,-90,-14,-59,3.0,3f,
70528,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425001640,5.0,-91,-13,-59,3.0,3f,
70530,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425002645,5.0,-91,-13,-59,3.0,3f,
70532,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425003647,5.0,-91,-11,-63,3.0,3f,
70534,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425004649,5.0,-91,-11,-63,3.0,3f,
70536,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425005651,5.0,-91,-12,-59,3.0,3f,
70538,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425006652,5.0,-91,-12,-59,3.0,3f,
70540,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425007654,5.0,-92,-12,-63,3.0,3f,
70542,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425008657,5.0,-92,-12,-63,3.0,3f,
70544,267.92,1.0,-96.2952098,32.9795081,168.5930633544922,139.714839269291,1724425009663,5.0,-91,-13,-61,3.0,3f,
70546,267.92,1.0,-96.29520984704762,32.97950814704762,168.5930633544922,139.7204127296274,1724425010664,5.0,-91,-13,-61,3.0,3f,
70548,267.92,1.0,-96.29520989466668,32.979508194666664,168.5930633544922,139.7260538838141,1724425011664,4.0,-92,-13,-61,3.0,3f,
70550,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425012668,4.0,-92,-13,-61,3.0,3f,
70552,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425013668,6.0,-92,-12,-61,3.0,3f,
70554,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425014666,6.0,-92,-12,-61,3.0,3f,
70556,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425015678,6.0,-92,-14,-59,3.0,3f,
70558,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425016678,6.0,-92,-14,-59,3.0,3f,
70560,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425017681,6.0,-91,-12,-59,3.0,3f,
70562,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425018685,6.0,-91,-12,-59,3.0,3f,
70564,267.92,1.0,-96.2952099,32.9795082,168.5930633544922,139.726685693083,1724425019686,5.0,-91,-13,-59,3.0,3f,
70566,267.92,1.0,-96.29520985288782,32.97950824711217,168.5930328369141,139.8420336127111,1724425020685,5.0,-91,-13,-59,3.0,3f,
70568,267.92,1.0,-96.29520980505966,32.97950829494033,168.5929870605469,139.95913454023628,1724425021687,4.0,-91,-12,-61,3.0,3f,
70570,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425022687,4.0,-91,-12,-61,3.0,3f,
70572,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425023695,5.0,-90,-11,-61,3.0,3f,
70574,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425024695,5.0,-90,-11,-61,3.0,3f,
70576,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425025695,4.0,-90,-11,-61,3.0,3f,
70578,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425026702,4.0,-90,-11,-61,3.0,3f,
70580,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425027703,4.0,-90,-12,-59,3.0,3f,
70582,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425028705,4.0,-90,-12,-59,3.0,3f,
70584,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425029714,5.0,-91,-14,-57,3.0,3f,
70586,267.92,1.0,-96.2952098,32.9795083,168.5929718017578,139.971522462709,1724425030713,5.0,-91,-14,-57,3.0,3f,
70588,267.92,1.0,-96.2952098,32.97950839398389,168.5929412841797,140.0169733278628,1724425031717,4.0,-91,-12,-61,3.0,3f,
70590,267.92,1.0,-96.2952098,32.97950848891521,168.5928955078125,140.0628823670605,1724425032719,4.0,-91,-12,-61,3.0,3f,
70592,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425033719,4.0,-90,-12,-61,3.0,3f,
70594,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425034725,4.0,-90,-12,-61,3.0,3f,
70596,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425035727,3.0,-91,-13,-59,3.0,3f,
70598,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425036727,3.0,-91,-13,-59,3.0,3f,
70600,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425037729,4.0,-91,-12,-61,3.0,3f,
70602,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425038731,4.0,-91,-12,-61,3.0,3f,
70604,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425039733,5.0,-92,-12,-61,3.0,3f,
70606,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.068243003374,1724425040735,5.0,-92,-12,-61,3.0,3f,
70608,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.07092503561103,1724425041736,4.0,-90,-12,-59,3.0,3f,
70610,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.07364239350062,1724425042736,4.0,-90,-12,-59,3.0,3f,
70612,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425043744,4.0,-92,-12,-59,3.0,3f,
70614,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425044746,4.0,-92,-12,-59,3.0,3f,
70616,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425045744,4.0,-91,-12,-61,3.0,3f,
70618,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425046753,4.0,-91,-12,-61,3.0,3f,
70620,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425047755,4.0,-91,-12,-59,3.0,3f,
70622,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425048756,4.0,-91,-12,-59,3.0,3f,
70624,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425049760,5.0,-92,-13,-59,3.0,3f,
70626,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.073903259858,1724425050761,5.0,-92,-13,-59,3.0,3f,
70628,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.2008714394314,1724425051761,5.0,-90,-13,-61,3.0,3f,
70630,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.3302887514027,1724425052765,5.0,-90,-13,-61,3.0,3f,
70632,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425053766,5.0,-91,-13,-61,3.0,3f,
70634,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425054767,5.0,-91,-13,-61,3.0,3f,
70636,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425055771,5.0,-91,-13,-61,3.0,3f,
70638,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425056774,6.0,-92,-13,-61,3.0,3f,
70640,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425057781,6.0,-92,-13,-61,3.0,3f,
70642,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425058777,6.0,-91,-13,-59,3.0,3f,
70644,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425059779,6.0,-91,-13,-59,3.0,3f,
70646,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425060781,6.0,-91,-13,-59,3.0,3f,
70648,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.342534413392,1724425061783,6.0,-91,-13,-59,3.0,3f,
70650,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.19751065751893,1724425062786,5.0,-91,-13,-59,3.0,3f,
70652,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.04983132931042,1724425063787,5.0,-91,-13,-59,3.0,3f,
70654,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425064791,5.0,-92,-13,-61,3.0,3f,
70656,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425065793,5.0,-92,-13,-61,3.0,3f,
70658,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425066800,5.0,-92,-12,-59,3.0,3f,
70660,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425067799,5.0,-92,-12,-59,3.0,3f,
70662,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425068801,5.0,-91,-12,-61,3.0,3f,
70664,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425069802,5.0,-91,-12,-61,3.0,3f,
70666,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425070808,5.0,-92,-13,-63,3.0,3f,
70668,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425071808,5.0,-92,-13,-63,3.0,3f,
70670,267.92,1.0,-96.2952098,32.9795085,168.5928802490234,140.03463555428,1724425072809,5.0,-92,-12,-63,3.0,3f,
70672,267.92,1.0,-96.2952097528428,32.9795085,168.5928649902344,140.06242460265267,1724425073812,5.0,-92,-12,-63,3.0,3f,
70674,267.92,1.0,-96.29520970516006,32.9795085,168.5928344726562,140.0905233567316,1724425074810,5.0,-92,-12,-61,3.0,3f,
70676,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425075812,5.0,-92,-12,-61,3.0,3f,
70678,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425076813,5.0,-92,-12,-63,3.0,3f,
70680,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425077816,5.0,-92,-12,-63,3.0,3f,
70682,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425078816,7.0,-91,-13,-61,3.0,3f,
70684,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425079822,7.0,-91,-13,-61,3.0,3f,
70686,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425080826,7.0,-91,-11,-63,3.0,3f,
70688,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425081827,7.0,-91,-11,-63,3.0,3f,
70690,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425082831,7.0,-90,-12,-59,3.0,3f,
70692,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.093564103666,1724425083831,7.0,-90,-12,-59,3.0,3f,
70694,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.2288947080974,1724425084838,7.0,-91,-13,-57,3.0,3f,
70696,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.364904683033,1724425085839,7.0,-91,-13,-57,3.0,3f,
70698,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425086841,6.0,-91,-12,-59,3.0,3f,
70700,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425087850,6.0,-91,-12,-59,3.0,3f,
70702,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425088846,7.0,-92,-13,-61,3.0,3f,
70704,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425089849,7.0,-92,-13,-61,3.0,3f,
70706,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425090851,6.0,-91,-12,-61,3.0,3f,
70708,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425091853,6.0,-91,-12,-61,3.0,3f,
70710,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425092854,7.0,-91,-12,-63,3.0,3f,
70712,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425093854,7.0,-91,-12,-63,3.0,3f,
70714,267.92,1.0,-96.2952097,32.9795085,168.5928344726562,140.379714960024,1724425094859,7.0,-90,-13,-59,3.0,3f,
70716,267.92,1.0,-96.29520974711492,32.979508547114925,168.5928344726562,140.39468440241916,1724425095860,7.0,-90,-13,-59,3.0,3f,
70718,267.92,1.0,-96.29520979494517,32.97950859494516,168.5928497314453,140.4098811136766,1724425096863,7.0,-90,-13,-59,3.0,3f,
70720,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425097864,6.0,-92,-12,-63,3.0,3f,
70722,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425098864,6.0,-92,-12,-63,3.0,3f,
70724,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425099872,5.0,-91,-13,-57,3.0,3f,
70726,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425100874,5.0,-91,-13,-57,3.0,3f,
70728,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425101879,6.0,-91,-12,-61,3.0,3f,
70730,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425102880,6.0,-91,-12,-61,3.0,3f,
70732,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425103881,5.0,-91,-12,-59,3.0,3f,
70734,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425104886,5.0,-91,-12,-59,3.0,3f,
70736,267.92,1.0,-96.2952098,32.9795086,168.5928497314453,140.41148714697,1724425105893,5.0,-91,-13,-59,3.0,3f,
70738,267.92,1.0,-96.2952098,32.979508647028055,168.5928192138672,140.31007321226664,1724425106889,5.0,-91,-13,-59,3.0,3f,
70740,267.92,1.0,-96.2952098,32.97950869481693,168.5928039550781,140.20701860723443,1724425107894,4.0,-92,-12,-63,3.0,3f,
70742,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425108895,4.0,-92,-12,-63,3.0,3f,
70744,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425109897,6.0,-92,-12,-61,3.0,3f,
70746,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425110898,6.0,-92,-12,-61,3.0,3f,
70748,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425111898,7.0,-91,-12,-63,3.0,3f,
70750,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425112901,7.0,-91,-12,-63,3.0,3f,
70752,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425113906,6.0,-91,-13,-59,3.0,3f,
70754,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425114908,6.0,-91,-13,-59,3.0,3f,
70756,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.195841540619,1724425115909,5.0,-91,-12,-61,3.0,3f,
70758,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.23331289869654,1724425116911,5.0,-91,-12,-61,3.0,3f,
70760,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.27120060519718,1724425117912,5.0,-90,-13,-59,3.0,3f,
70762,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425118918,5.0,-90,-13,-59,3.0,3f,
70764,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425119919,4.0,-91,-14,-59,3.0,3f,
70766,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425120920,4.0,-91,-14,-59,3.0,3f,
70768,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425121923,5.0,-91,-12,-61,3.0,3f,
70770,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425122924,5.0,-91,-12,-61,3.0,3f,
70772,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425123927,6.0,-91,-12,-63,3.0,3f,
70774,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425124935,6.0,-91,-12,-63,3.0,3f,
70776,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425125937,5.0,-90,-13,-57,3.0,3f,
70778,267.92,1.0,-96.2952098,32.9795087,168.5928039550781,140.274834191435,1724425126937,5.0,-90,-13,-57,3.0,3f,
70780,267.92,1.0,-96.2952098,32.97950879486318,168.5927581787109,140.23616605872945,1724425127938,5.0,-92,-12,-63,3.0,3f,
70782,267.92,1.0,-96.2952098,32.97950889116659,168.5927124023438,140.1969108592318,1724425128941,5.0,-92,-12,-63,3.0,3f,
70784,267.92,1.0,-96.2952098,32.9795089,168.5927124023438,140.193310182907,1724425129941,6.0,-91,-13,-59,3.0,3f,
70786,267.92,1.0,-96.2952098,32.9795089,168.5927124023438,140.193310182907,1724425130943,6.0,-91,-13,-59,3.0,3f,
70788,267.92,1.0,-96.2952098,32.9795089,168.5927124023438,140.193310182907,1724425131943,5.0,-93,-13,-63,3.0,3f,
70790,267.92,1.0,-96.2952098,32.9795089,168.5927124023438,140.193310182907,1724425132946,5.0,-93,-13,-63,3.0,3f,
70792,267.92,1.0,-96.2952098,32.97950899880597,168.5926666259766,140.193310182907,1724425133950,7.0,-91,-12,-61,3.0,3f,
70794,267.92,1.0,-96.2952098,32.979509,168.5926666259766,140.193310182907,1724425134953,7.0,-91,-12,-61,3.0,3f,
70796,267.92,1.0,-96.2952098,32.979509,168.5926666259766,140.193310182907,1724425135959,7.0,-91,-13,-63,3.0,3f,
70798,267.92,1.0,-96.2952098,32.979509,168.5926666259766,140.193310182907,1724425136961,7.0,-91,-13,-63,3.0,3f,
70800,267.92,1.0,-96.2952098,32.979509,168.5926666259766,140.193310182907,1724425137962,8.0,-91,-12,-63,3.0,3f,
70802,267.92,1.0,-96.29520984754411,32.979509,168.5926971435547,140.2182476550675,1724425138969,8.0,-91,-12,-63,3.0,3f,
70804,267.92,1.0,-96.29520989513593,32.979509,168.5927124023438,140.24321013973767,1724425139967,6.0,-91,-13,-61,3.0,3f,
70806,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425140970,6.0,-91,-13,-61,3.0,3f,
70808,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425141972,5.0,-91,-12,-59,3.0,3f,
70810,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425142973,5.0,-91,-12,-59,3.0,3f,
70812,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425143978,5.0,-91,-12,-61,3.0,3f,
70814,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425144981,5.0,-91,-12,-61,3.0,3f,
70816,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425145980,6.0,-92,-12,-63,3.0,3f,
70818,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425146984,6.0,-92,-12,-63,3.0,3f,
70820,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425147986,6.0,-92,-12,-67,3.0,3f,
70822,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425148987,6.0,-92,-12,-67,3.0,3f,
70824,267.92,1.0,-96.2952099,32.979509,168.5927124023438,140.245761415726,1724425149990,6.0,-93,-13,-65,3.0,3f,
70826,267.92,1.0,-96.29520994712044,32.979509235602094,168.5926361083984,140.23954930961338,1724425150993,6.0,-93,-13,-65,3.0,3f,
70828,267.92,1.0,-96.2952099946216,32.979509473108045,168.5925598144531,140.23328700466348,1724425151991,6.0,-93,-12,-63,3.0,3f,
70830,267.92,1.0,-96.29521,32.9795095,168.5925445556641,140.232577946087,1724425153001,6.0,-93,-12,-63,3.0,3f,
70832,267.92,1.0,-96.29521,32.9795095,168.5925445556641,140.232577946087,1724425154000,6.0,-91,-12,-61,3.0,3f,
70834,267.92,1.0,-96.29521,32.9795095,168.5925445556641,140.232577946087,1724425155001,6.0,-91,-12,-61,3.0,3f,
70836,267.92,1.0,-96.29521,32.9795095,168.5925445556641,140.232577946087,1724425156005,6.0,-91,-11,-63,3.0,3f,
70838,267.92,1.0,-96.29521,32.97950959870259,168.5924987792969,140.232577946087,1724425157007,6.0,-91,-11,-63,3.0,3f,
70840,267.92,1.0,-96.29521,32.9795096,168.5924987792969,140.232577946087,1724425158009,5.0,-91,-12,-59,3.0,3f,
70842,267.92,1.0,-96.29521,32.9795096,168.5924987792969,140.232577946087,1724425159013,5.0,-91,-12,-59,3.0,3f,
70844,267.92,1.0,-96.29521,32.9795096,168.5924987792969,140.232577946087,1724425160012,6.0,-91,-12,-59,3.0,3f,
70846,267.92,1.0,-96.29521,32.9795096,168.5924987792969,140.232577946087,1724425161015,6.0,-91,-12,-59,3.0,3f,
70848,267.92,1.0,-96.29521,32.97950945818965,168.5925598144531,140.237832844111,1724425162015,5.0,-91,-13,-61,3.0,3f,
70850,267.92,1.0,-96.29521,32.97950931436781,168.5926208496094,140.2431622796957,1724425163016,5.0,-91,-13,-61,3.0,3f,
70852,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425164029,6.0,-91,-11,-63,3.0,3f,
70854,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425165031,6.0,-91,-11,-63,3.0,3f,
70856,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425166031,6.0,-93,-12,-63,3.0,3f,
70858,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425167034,6.0,-93,-12,-63,3.0,3f,
70860,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425168037,6.0,-90,-13,-57,3.0,3f,
70862,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425169036,6.0,-90,-13,-57,3.0,3f,
70864,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425170039,5.0,-91,-13,-61,3.0,3f,
70866,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425171042,5.0,-91,-13,-61,3.0,3f,
70868,267.92,1.0,-96.29521,32.9795093,168.5926361083984,140.243694690843,1724425172045,5.0,-91,-12,-61,3.0,3f,
70870,267.92,1.0,-96.29521004735832,32.979509394716615,168.5926208496094,140.30432031830657,1724425173042,5.0,-91,-12,-61,3.0,3f,
70872,267.92,1.0,-96.29521009548512,32.97950949097022,168.5926055908203,140.36592972877156,1724425174044,6.0,-93,-14,-59,3.0,3f,
70874,267.92,1.0,-96.2952101,32.9795095,168.5925903320312,140.371709453905,1724425175047,6.0,-93,-14,-59,3.0,3f,
70876,267.92,1.0,-96.2952101,32.9795095,168.5925903320312,140.371709453905,1724425176046,6.0,-93,-14,-59,3.0,3f,
70878,267.92,1.0,-96.2952101,32.9795095,168.5925903320312,140.371709453905,1724425177051,5.0,-90,-13,-57,3.0,3f,
70880,267.92,1.0,-96.2952101,32.9795095,168.5925903320312,140.371709453905,1724425178053,5.0,-90,-13,-57,3.0,3f,
