"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","37101040502","NC","37101040502","=""37101040502""","134.58","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040600","NC","37101040600","=""37101040600""","110.45","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040700","NC","37101040700","=""37101040700""","605.70","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040800","NC","37101040800","=""37101040800""","1899.86","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040903","NC","37101040903","=""37101040903""","565.54","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040904","NC","37101040904","=""37101040904""","394.65","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040905","NC","37101040905","=""37101040905""","291.43","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101040906","NC","37101040906","=""37101040906""","376.51","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041001","NC","37101041001","=""37101041001""","1119.34","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041003","NC","37101041003","=""37101041003""","2231.66","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041004","NC","37101041004","=""37101041004""","787.57","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041005","NC","37101041005","=""37101041005""","472.92","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041104","NC","37101041104","=""37101041104""","568.97","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041105","NC","37101041105","=""37101041105""","475.02","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041106","NC","37101041106","=""37101041106""","432.75","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041107","NC","37101041107","=""37101041107""","1019.57","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041108","NC","37101041108","=""37101041108""","1791.61","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041109","NC","37101041109","=""37101041109""","747.13","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041110","NC","37101041110","=""37101041110""","924.19","2019-2023","2022","Census","North Carolina (State)"
"Census Tract","37101041111","NC","37101041111","=""37101041111""","694.74","2019-2023","2022","Census","North Carolina (State)"
